     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.     Evap.
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-m3/s/m2*e-8
  31276800      4.3        320     12.2    1005.9         67         7 0.000E+00     4.05
  31287600        10       290     13.4    1005.8         68         7 0.000E+00     4.02
  31298400     11.3        280     13.9    1006.7         62         3 0.000E+00     3.99
  31309200         8       290     16.5       1008        51         1 0.000E+00     3.96
  31320000         4       250     19.2    1008.6         46         2 0.000E+00     3.94
  31330800         5       230        19      1009        45         2 0.000E+00     3.83
  31341600         4       220     15.8       1011        58         5 0.000E+00     3.73
  31352400         3       120        14   1012.4         67         3 0.000E+00     3.63
  31363200         4       110     12.7    1012.7         77         3 0.000E+00     3.53
  31374000         4       100     12.8    1012.7         76         5 0.000E+00     3.43
  31384800         6        90     13.9    1012.5         72         7 0.000E+00     3.33
  31395600         6       130     20.7    1013.5         58         7 0.000E+00     3.23
  31406400         8       160     22.3    1013.9         61         7 0.000E+00     3.13
  31417200      6.6        160     22.4       1014        62         6 0.000E+00     3.46
  31428000      4.9        140     20.6    1014.7         73         7 0.000E+00     3.79
  31438800      5.1        120        20   1015.2         57         7 0.000E+00     4.12
  31449600      3.9        130     19.5    1016.2         61         7 0.000E+00     4.46
  31460400         4        90     18.4    1016.5         73         7 0.000E+00     4.79
  31471200      5.1        100     18.1    1017.2         74         4 0.000E+00     5.12
  31482000         2       120     23.5    1018.6         52         4 0.000E+00     5.45
  31492800      4.7        180     27.2    1017.9         39         5 0.000E+00     5.79
  31503600      5.1        170     25.3    1017.6         50         7 0.000E+00     5.57
  31514400      3.7        140     22.9    1018.1         54         7 0.000E+00     5.35
  31525200      2.5        100     20.3    1019.7         67         1 0.000E+00     5.14
  31536000      2.9        110     18.8    1019.8         77         5 0.000E+00     4.92
  31546800      2.2        110     17.9    1019.9         80         5 0.000E+00      4.7
  31557600         5       100        18   1019.7         79         4 0.000E+00     4.48
  31568400      2.7        150     24.3    1020.8         55         4 0.000E+00     4.27
  31579200         5       210     25.9    1019.7         54         2 0.000E+00     4.05
  31590000         5       190     24.3    1018.7         60         2 0.000E+00     3.99
  31600800         1       140     20.4    1018.8         72         2 0.000E+00     3.94
  31611600         2       140     17.6       1019        83         0 0.000E+00     3.88
  31622400         1       100     16.6    1018.8         88         0 0.000E+00     3.82
  31633200         0         0     15.7    1017.7         87         0 0.000E+00     3.76
  31644000         1       130     14.4       1017        88         1 0.000E+00      3.7
  31654800      1.2        330     20.2    1017.6         68         2 0.000E+00     3.65
  31665600      3.6        300     25.1    1016.5         47         2 0.000E+00     3.59
  31676400      3.3        220     25.5    1015.1         46         1 9.720E-03     3.46
  31687200         2       200     20.4    1015.1         68         2 1.836E-02     3.33
  31698000      1.4        130     17.3    1015.2         78         1 2.808E-02      3.2
  31708800      2.1        130     15.5    1015.6         84         1 3.780E-02     3.07
  31719600      1.1        170        16   1015.1         78         0 4.644E-02     2.94
  31730400      0.6        120     13.9       1015        85         5 5.616E-02     2.81
  31741200      2.1        280     20.3    1015.1         73         7 6.588E-02     2.68
  31752000      2.2        250     20.9    1015.7         79         7 7.452E-02     2.55
  31762800      1.8        240     24.7    1014.2         60         7 6.588E-02     2.73
  31773600      3.2        130     21.6    1014.8         67         7 5.616E-02     2.92
  31784400      1.4        140     19.4    1015.4         74         5 4.644E-02     3.11
  31795200      2.1         50     19.1    1015.7         68         5 3.780E-02      3.3
  31806000      1.4        320     21.2    1014.9         55         7 2.808E-02     3.49
  31816800      1.5         10     20.3    1014.6         61         8 1.836E-02     3.67
  31827600      4.5        170     22.5    1016.3         59         7 9.720E-03     3.86
  31838400      4.2        180     25.8    1015.9         61         7 0.000E+00     4.05
  31849200      5.7        140     26.1       1013        58         4 0.000E+00      4.2
  31860000      1.1        180     21.8    1015.5         81         2 0.000E+00     4.34
  31870800      1.1        240     21.1    1017.9         81         7 0.000E+00     4.48
  31881600      1.7        150     20.7    1014.2         70         4 0.000E+00     4.63
  31892400         0         0     18.1    1014.5         81         2 0.000E+00     4.77
  31903200      5.6        100     21.2    1013.5         72         6 0.000E+00     4.92
  31914000      7.7        130     25.9    1014.2         49         6 0.000E+00     5.06
  31924800      7.4        140     27.2    1013.1         52         6 0.000E+00     5.21
  31935600      8.1        160     25.5    1012.3         56         6 0.000E+00     4.98
  31946400      3.4        140     21.9    1013.2         77         4 0.000E+00     4.75
  31957200      1.9         90     20.6       1014        81         3 0.000E+00     4.51
  31968000      2.6        100     19.3    1013.2         83         3 0.000E+00     4.28
  31978800      1.7         50     18.2    1012.1         86         1 0.000E+00     4.05
  31989600      1.7        150     16.5    1011.8         89         5 0.000E+00     3.82
  32000400      2.2        270     21.8    1012.2         73         5 0.000E+00     3.59
  32011200         4       260     24.7    1010.7         57         3 0.000E+00     3.36
  32022000      4.9        280     25.6       1009        53         3 0.000E+00     3.37
  32032800      5.4        320     22.5    1009.3         69         2 0.000E+00     3.39
  32043600      2.9        350     20.4    1010.1         77         3 0.000E+00      3.4
  32054400      1.7        340     17.9       1011        84         3 0.000E+00     3.41
  32065200      1.3         10     15.9    1010.5         87         0 0.000E+00     3.43
  32076000      1.7        350     15.5    1011.8         90         7 0.000E+00     3.44
  32086800      1.6        350     19.7       1013        75         2 0.000E+00     3.46
  32097600      3.5        260     24.9    1012.5         51         1 0.000E+00     3.47
  32108400      2.8        260     26.1    1011.8         39         1 0.000E+00     3.49
  32119200      1.2        170     20.6    1012.9         69         0 0.000E+00      3.5
  32130000      3.5        310     18.9    1014.1         66         0 0.000E+00     3.52
  32140800      2.1         10     13.8    1014.8         79         0 0.000E+00     3.53
  32151600      2.4        140     12.1    1014.6         85         0 0.000E+00     3.54
  32162400      1.5        140     11.7       1015        90         3 0.000E+00     3.56
  32173200      1.9        280     18.6    1016.1         73         4 0.000E+00     3.57
  32184000      5.1        270     22.9    1015.4         55         6 0.000E+00     3.59
  32194800      5.6        320     23.3    1014.7         46         6 0.000E+00     3.65
  32205600      5.5        330     20.3    1015.4         50         5 0.000E+00      3.7
  32216400      5.7        330     18.7    1015.5         58         1 0.000E+00     3.76
  32227200      4.4        360     16.4    1016.3         61         0 0.000E+00     3.82
  32238000      4.4        360     13.5    1015.9         77         1 0.000E+00     3.88
  32248800      2.5        140     11.7    1016.5         81         3 0.000E+00     3.94
  32259600      1.4        350     17.6    1017.4         65         3 0.000E+00     3.99
  32270400         4       310     23.3    1016.3         44         3 0.000E+00     4.05
  32281200      7.7        330     23.1    1015.8         43         3 0.000E+00     3.91
  32292000         7       330     18.7    1016.4         52         2 0.000E+00     3.76
  32302800         5       330     16.1       1017        60         3 0.000E+00     3.62
  32313600      3.8        330     13.9    1016.7         66         4 0.000E+00     3.47
  32324400      3.9        320     14.3       1016        69         6 0.000E+00     3.33
  32335200      2.7        360     12.9    1015.5         76         6 0.000E+00     3.18
  32346000      4.3        330     15.7    1015.5         69         7 0.000E+00     3.04
  32356800      1.3        260     20.5    1013.9         49         7 0.000E+00     2.89
  32367600      2.5        260     20.4    1012.9         51         7 0.000E+00     2.88
  32378400      3.3        270     16.8    1013.6         82         7 0.000E+00     2.86
  32389200      1.6        130     15.7    1014.9         78         7 0.000E+00     2.85
  32400000      0.7        110     14.1    1015.2         85         3 0.000E+00     2.84
  32410800      1.4        140     12.3    1015.2         86         1 0.000E+00     2.82
  32421600      0.9        180     10.8    1015.9         90         1 0.000E+00     2.81
  32432400         2       280     16.6    1016.9         71         1 0.000E+00     2.79
  32443200         4       270     21.6    1016.2         50         1 0.000E+00     2.78
  32454000         2       270     22.6    1015.3         44         3 0.000E+00     2.82
  32464800         1       250     18.5    1016.7         64         4 0.000E+00     2.86
  32475600         2       150     15.4    1017.7         73         3 0.000E+00     2.91
  32486400         2       150     13.4    1017.4         79         3 0.000E+00     2.95
  32497200         1       160        11   1016.7         88         0 0.000E+00     2.99
  32508000         1       120        11   1016.2         84         0 0.000E+00     3.04
  32518800      1.2        270     16.4    1016.5         72         1 0.000E+00     3.08
  32529600      5.1        290     21.6       1015        51         2 0.000E+00     3.13
  32540400      6.5        320     23.2    1013.5         43         5 0.000E+00     3.04
  32551200      3.7        340     17.9       1014        55         3 0.000E+00     2.95
  32562000      4.6        310     15.1       1014        67         0 0.000E+00     2.86
  32572800         0         0     10.8    1013.4         79         0 0.000E+00     2.78
  32583600      2.1        150      8.9    1012.5         83         2 0.000E+00     2.69
  32594400      2.7        150      8.2       1013        86         1 0.000E+00      2.6
  32605200      1.9        310     16.5    1014.4         62         2 0.000E+00     2.52
  32616000      2.5        280     22.8    1013.8         53         3 0.000E+00     2.43
  32626800      2.4        250     23.7    1013.6         54         1 3.240E-03     2.49
  32637600      2.5        150        19   1014.8         83         1 6.480E-03     2.55
  32648400      2.9        140     15.7    1016.2         89         0 9.720E-03      2.6
  32659200      0.7        180     14.5    1016.8         85         0 1.296E-02     2.66
  32670000      1.7        150     12.8    1016.6         87         0 1.512E-02     2.72
  32680800      1.7        170        12   1016.9         83         0 1.836E-02     2.78
  32691600         2       270        19   1018.2         65         0 2.160E-02     2.84
  32702400      3.9        290     23.5    1017.4         45         1 2.484E-02     2.89
  32713200         5       190     22.8    1016.6         52         1 2.160E-02     2.84
  32724000         0         0     18.7    1017.1         68         0 1.836E-02     2.78
  32734800      1.6         70     15.7    1017.9         78         0 1.512E-02     2.72
  32745600      0.6        170     14.3       1018        77         0 1.296E-02     2.66
  32756400      1.9        130     11.3    1017.9         85         0 9.720E-03      2.6
  32767200      1.1        160     11.4    1018.1         85         0 6.480E-03     2.55
  32778000         1       290     18.1    1018.8         68         0 3.240E-03     2.49
  32788800      2.5        280     22.4    1018.2         55         2 0.000E+00     2.43
  32799600      4.2        190     21.5       1017        60         1 0.000E+00      2.5
  32810400         1       150     18.2    1017.7         76         1 0.000E+00     2.58
  32821200      1.9         80        17   1018.7         79         5 0.000E+00     2.65
  32832000      3.8        120     14.6       1019        80         3 0.000E+00     2.72
  32842800      3.2        100     13.8    1018.3         81         0 0.000E+00     2.79
  32853600      4.3        100     14.5    1018.5         77         1 0.000E+00     2.86
  32864400      4.7        140     21.2    1019.7         49         4 0.000E+00     2.94
  32875200      5.7        170     23.2    1019.3         49         6 0.000E+00     3.01
  32886000      6.5        170        22   1018.6         51         4 0.000E+00     2.95
  32896800      3.9        160     18.9       1019        69         4 0.000E+00     2.89
  32907600      2.7         90     16.7    1019.7         71         2 0.000E+00     2.84
  32918400      3.4        100     15.3    1019.6         77         2 0.000E+00     2.78
  32929200      2.6        140     14.7    1018.6         83         2 0.000E+00     2.72
  32940000      2.4        110     13.5    1018.5         83         3 0.000E+00     2.66
  32950800      0.8        360     19.8    1019.8         55         5 0.000E+00      2.6
  32961600         4       280        22   1018.3         43         6 0.000E+00     2.55
  32972400      3.5        230     22.2       1017        53         5 0.000E+00     2.73
  32983200      1.3        150     18.2    1017.6         75         5 0.000E+00     2.92
  32994000      1.2        170     15.8    1017.8         84         5 0.000E+00     3.11
  33004800      2.1        140     13.9    1017.9         88         5 0.000E+00      3.3
  33015600      1.2        340     12.8    1016.5         92         5 0.000E+00     3.49
  33026400      0.7        350     11.3    1016.7         93         5 0.000E+00     3.67
  33037200      9.2        330     19.6    1016.7         59         1 0.000E+00     3.86
  33048000     14.1        330     19.6       1015        43         0 0.000E+00     4.05
  33058800     16.5        340     18.4    1014.2         44         1 0.000E+00     3.99
  33069600      6.1        320     15.3    1015.2         48         1 0.000E+00     3.94
  33080400      6.6        350     12.9    1017.1         54         1 0.000E+00     3.88
  33091200      1.9        140      9.9    1018.4         62         1 0.000E+00     3.82
  33102000         2       150      8.3    1018.7         67         1 0.000E+00     3.76
  33112800      4.6         10      9.4    1019.3         64         5 0.000E+00      3.7
  33123600      0.6        350     11.9    1020.3         56         6 0.000E+00     3.65
  33134400      2.8        250     19.3    1018.8         41         2 0.000E+00     3.59
  33145200      4.8        320     19.2    1017.2         43         1 0.000E+00     3.52
  33156000      7.9        340     14.5    1016.6         49         1 0.000E+00     3.44
  33166800     10.8        360     11.8       1016        53         1 0.000E+00     3.37
  33177600      6.3        360      9.6    1016.3         57         0 0.000E+00      3.3
  33188400      3.8        350      7.1       1016        64         0 0.000E+00     3.23
  33199200      4.2         10      7.8    1016.4         58         5 0.000E+00     3.15
  33210000      5.3        350     10.6       1017        47         4 0.000E+00     3.08
  33220800      5.2        340     14.4    1016.2         40         6 0.000E+00     3.01
  33231600      7.6        140     12.4    1017.7         70         7 0.000E+00     2.95
  33242400      1.4        180     10.3    1020.1         69         4 0.000E+00     2.89
  33253200      2.2        160      7.5       1020        79         0 0.000E+00     2.84
  33264000      3.3         20      5.1    1019.7         86         0 0.000E+00     2.78
  33274800      6.1         10      3.9    1018.6         88         0 0.000E+00     2.72
  33285600         2        60      2.2    1018.7         89         0 0.000E+00     2.66
  33296400      3.1        350      9.3    1018.6         56         0 0.000E+00      2.6
  33307200      2.9        300     13.8    1016.1         39         1 0.000E+00     2.55
  33318000      5.3        330        15   1013.9         34         1 0.000E+00     2.71
  33328800      8.2        350     11.7    1014.2         41         0 0.000E+00     2.86
  33339600     10.6        350        10   1013.9         50         0 0.000E+00     3.02
  33350400      7.5         10      7.3    1013.1         55         0 0.000E+00     3.18
  33361200     11.2        350      7.9    1011.5         58         0 0.000E+00     3.34
  33372000      7.4        320      7.6    1010.5         62         0 0.000E+00      3.5
  33382800     11.3        350     10.9    1010.3         50         1 0.000E+00     3.66
  33393600         9       330     14.4    1009.7         33         1 0.000E+00     3.82
  33404400      7.6        330        15   1008.9         33         1 0.000E+00     3.66
  33415200      6.3        330     10.8    1009.6         46         0 0.000E+00      3.5
  33426000      5.9        340      8.3    1009.5         55         0 0.000E+00     3.34
  33436800      2.8         10         4   1009.7         68         0 0.000E+00     3.18
  33447600      2.6        360         4   1008.2         69         0 0.000E+00     3.02
  33458400         3       360      3.6    1007.8         75         4 0.000E+00     2.86
  33469200      3.9        320      9.2    1007.6         54         1 0.000E+00     2.71
  33480000      4.9        280     14.2    1006.1         41         1 0.000E+00     2.55
  33490800      5.5        310        16   1005.2         42         1 0.000E+00      2.5
  33501600         5       310     11.8    1005.7         52         1 0.000E+00     2.46
  33512400      4.4        330      8.1    1006.3         63         1 0.000E+00     2.42
  33523200      3.2         10      4.6    1006.1         75         2 0.000E+00     2.37
  33534000      2.6        140      4.5    1005.4         76         0 0.000E+00     2.33
  33544800      1.4        130      4.2    1005.7         81         1 0.000E+00     2.29
  33555600      1.4         10     11.3    1006.8         58         1 0.000E+00     2.24
  33566400      4.2        260        17   1006.7         46         3 0.000E+00      2.2
  33577200      2.6        300     16.7    1006.7         51         7 5.000E-01     2.16
  33588000         4        10     14.1    1008.5         55         7 1.000E+00     2.11
  33598800      1.8        140     13.3    1010.2         59         7 1.500E+00     2.07
  33609600         4        80     14.2       1010        61         7 2.000E+00     2.03
  33620400         5        20     11.5    1009.6         69         6 2.500E+00     1.98
  33631200      3.9         10     10.3    1009.8         79         7 3.000E+00     1.94
  33642000         2       340        13   1010.7         68         7 3.500E+00      1.9
  33652800         4       310     15.6       1009        58         7 4.000E+00     1.85
  33663600         3        20     12.7    1008.2         80         8 3.507E+00     1.88
  33674400         5        10     11.4    1008.6         88         8 3.012E+00     1.91
  33685200         5       360     10.4    1008.7         92         8 2.519E+00     1.94
  33696000         9       360      9.5    1007.4         92         8 2.025E+00     1.97
  33706800         9       350      8.8    1005.5         93         8 1.531E+00         2
  33717600         5       350         9   1003.3         93         7 1.038E+00     2.03
  33728400        14       140     14.3    1006.4         76         6 5.432E-01     2.05
  33739200         5       150     13.7    1010.8         75         7 4.968E-02     2.08
  33750000         6       160        14   1012.5         73         7 4.428E-02     2.04
  33760800         4       130     13.6    1015.2         72         7 3.780E-02         2
  33771600         3        80     12.4    1017.3         80         6 3.132E-02     1.95
  33782400         2        90     10.6    1018.4         82         2 2.484E-02     1.91
  33793200         1       130      8.5       1019        86         0 1.836E-02     1.87
  33804000         3       150      7.7    1019.8         92         0 1.296E-02     1.82
  33814800      0.5        220     13.2    1021.7         79         0 6.480E-03     1.78
  33825600      2.2        270     17.2    1020.7         62         1 0.000E+00     1.74
  33836400         4       290     18.9    1019.9         58         1 0.000E+00     1.74
  33847200      0.7        280     13.1    1020.6         79         1 0.000E+00     1.74
  33858000      1.2        110      9.7    1020.6         88         2 0.000E+00     1.74
  33868800      2.2        150      7.7       1020        92         2 0.000E+00     1.74
  33879600      0.5        210         7   1019.3         93         2 0.000E+00     1.74
  33890400         0         0      5.4    1018.9         94         2 0.000E+00     1.74
  33901200      0.9        190        11   1018.9         85         4 0.000E+00     1.74
  33912000      4.2        270     15.5    1017.3         60         6 0.000E+00     1.74
  33922800      2.3        320     17.8    1015.5         50         4 0.000E+00     1.71
  33933600      4.5        280     13.1    1015.2         68         1 0.000E+00     1.68
  33944400      3.4        310     10.3    1015.2         79         2 0.000E+00     1.65
  33955200      0.5        100      8.7    1014.8         77         3 0.000E+00     1.62
  33966000      2.3        150      7.5    1014.3         87         3 0.000E+00     1.59
  33976800      1.5        210         8   1014.4         91         4 0.000E+00     1.56
  33987600      0.7        360        14   1014.6         83         5 0.000E+00     1.53
  33998400      2.9        280     18.6    1012.7         63         3 0.000E+00      1.5
  34009200         3       250     17.3    1011.5         79         7 0.000E+00     1.72
  34020000      1.8         20        15   1012.1         85         7 0.000E+00     1.94
  34030800      1.9        340     13.5    1011.6         88         7 0.000E+00     2.16
  34041600      2.2        280     10.6       1010        92         3 0.000E+00     2.37
  34052400      4.4        310     12.9    1008.3         80         8 0.000E+00     2.59
  34063200      6.5        330        12   1007.7         77         2 0.000E+00     2.81
  34074000     12.8        340     14.7    1007.7         67         4 0.000E+00     3.02
  34084800     14.9        350     15.8    1006.6         55         2 0.000E+00     3.24
  34095600     15.2        340        14   1005.6         55         7 0.000E+00      3.2
  34106400     11.2        350     12.9    1005.4         58         5 0.000E+00     3.15
  34117200      8.2        360     12.5    1006.4         58         6 0.000E+00     3.11
  34128000      6.2        350     10.7    1007.7         64         2 0.000E+00     3.07
  34138800      1.5         30     10.2    1008.5         65         8 0.000E+00     3.02
  34149600      3.2        360     10.1    1009.6         70         7 0.000E+00     2.98
  34160400      3.8        350     12.9    1011.3         60         2 0.000E+00     2.94
  34171200      4.6        320     16.6       1012        48         1 0.000E+00     2.89
  34182000      5.3        320     15.7    1013.2         52         7 0.000E+00     2.73
  34192800      5.3        320     13.5       1015        61         7 0.000E+00     2.58
  34203600      2.9        320     11.4    1016.4         73         5 0.000E+00     2.42
  34214400      2.3        360      8.1    1017.5         81         2 0.000E+00     2.26
  34225200      3.8        350      6.6    1017.8         87         2 0.000E+00      2.1
  34236000      2.2         10      5.7    1018.2         89         0 0.000E+00     1.94
  34246800      1.2        260     11.1    1019.4         73         0 0.000E+00     1.78
  34257600      2.9        260     16.5    1018.6         53         1 0.000E+00     1.62
  34268400      2.3        200     18.2    1017.7         51         0 0.000E+00     1.62
  34279200      2.3         40        13   1019.1         68         2 0.000E+00     1.62
  34290000      1.3        210      9.6    1021.4         84         0 0.000E+00     1.62
  34300800      1.6        150         8   1022.2         89         0 0.000E+00     1.62
  34311600      1.4        160      6.3    1021.6         90         0 0.000E+00     1.62
  34322400      1.3        170      5.7    1021.4         92         1 0.000E+00     1.62
  34333200      0.5        190     11.7    1022.6         74         0 0.000E+00     1.62
  34344000         2       270     15.5    1021.8         58         1 0.000E+00     1.62
  34354800      2.6        260        18   1020.3         50         3 0.000E+00     1.68
  34365600      2.5        300     12.2    1020.5         74         0 0.000E+00     1.74
  34376400      1.5        120      9.6       1021        81         0 0.000E+00     1.79
  34387200      1.4        160      6.9    1020.7         89         1 0.000E+00     1.85
  34398000      0.7        140      5.3    1019.7         90         1 0.000E+00     1.91
  34408800      1.8        130      5.2    1019.8         92         1 0.000E+00     1.97
  34419600         1        10        11   1020.3         72         0 0.000E+00     2.03
  34430400      1.3        280     18.8    1018.9         49         1 0.000E+00     2.08
  34441200      1.5        280     19.5    1017.4         44         1 0.000E+00     2.04
  34452000      3.4         10     13.5    1017.2         62         1 0.000E+00         2
  34462800      2.3        140      9.7    1016.7         75         0 0.000E+00     1.95
  34473600      2.3        160      7.1    1015.8         84         0 0.000E+00     1.91
  34484400      1.9        140      5.8    1014.7         89         0 0.000E+00     1.87
  34495200      3.2        150      5.1    1013.8         92         0 0.000E+00     1.82
  34506000         0         0     11.3    1013.8         74         0 0.000E+00     1.78
  34516800      1.7        260     17.7    1012.7         50         1 0.000E+00     1.74
  34527600      4.5        320     18.7    1011.8         54         2 0.000E+00     1.74
  34538400      3.3        310     13.4    1013.5         73         1 0.000E+00     1.74
  34549200      2.2        150      9.9    1015.2         85         1 0.000E+00     1.74
  34560000      2.5        140      7.7    1015.9         90         1 0.000E+00     1.74
  34570800      2.3        160      7.1    1016.2         92         1 0.000E+00     1.74
  34581600      1.2        160      5.8    1016.9         93         1 0.000E+00     1.74
  34592400      1.3        270     11.9    1018.5         84         1 0.000E+00     1.74
  34603200      3.3        260     16.9    1018.4         57         0 0.000E+00     1.74
  34614000      4.8        290     17.9    1017.9         54         0 0.000E+00     1.88
  34624800         3       280     12.8    1019.6         68         0 0.000E+00     2.03
  34635600      2.1        350      8.7    1020.1         81         0 0.000E+00     2.17
  34646400         0         0      6.5    1020.5         88         0 0.000E+00     2.31
  34657200         1       150      5.4    1019.7         89         0 0.000E+00     2.46
  34668000      6.6        320      8.2    1019.5         79         4 0.000E+00      2.6
  34678800         7       310     11.8    1019.6         62         6 0.000E+00     2.75
  34689600     14.2        330     14.5    1017.1         50         7 0.000E+00     2.89
  34700400     21.1        340     13.5    1015.2         55         1 0.000E+00     2.88
  34711200     16.9        340     11.2    1017.3         56         0 0.000E+00     2.86
  34722000      8.9        350     10.1    1019.8         56         0 0.000E+00     2.85
  34732800         5       340      8.1    1020.7         59         0 0.000E+00     2.84
  34743600      3.1        350      6.6    1020.9         69         0 0.000E+00     2.82
  34754400         3        10      5.2    1021.4         77         1 0.000E+00     2.81
  34765200      5.1        360      9.9    1022.2         57         5 0.000E+00     2.79
  34776000      1.4        310     13.9       1021        44         3 0.000E+00     2.78
  34786800      5.9        330     15.8    1018.9         38         4 0.000E+00     2.85
  34797600      5.5        340        12   1019.1         46         3 0.000E+00     2.92
  34808400      9.5        340     11.3    1017.9         50         1 0.000E+00     2.99
  34819200      6.1        340     10.3    1016.8         55         0 0.000E+00     3.07
  34830000      6.1        270     10.2    1015.6         60         0 0.000E+00     3.14
  34840800      6.4        310        10   1015.3         63         2 0.000E+00     3.21
  34851600         5        10     12.4    1016.1         56         2 0.000E+00     3.28
  34862400         6       320     16.4    1014.5         46         2 0.000E+00     3.36
  34873200         9       340     16.1    1013.5         49         0 0.000E+00      3.6
  34884000         6       330        13   1013.8         58         0 0.000E+00     3.85
  34894800         7       320        12   1014.5         65         0 0.000E+00     4.09
  34905600         8       310     10.5    1014.1         69         0 0.000E+00     4.34
  34916400         9       300     10.3    1014.3         67         0 0.000E+00     4.59
  34927200         9       310     10.4    1014.7         67         2 0.000E+00     4.83
  34938000     12.6        350        14   1015.8         45         1 0.000E+00     5.08
  34948800     15.5        330     14.3    1015.2         42         1 0.000E+00     5.32
  34959600     17.7        330     13.1       1016        36         1 0.000E+00     5.21
  34970400     13.2        320     10.7    1018.6         48         0 0.000E+00     5.09
  34981200     17.1        330         9   1018.8         45         0 0.000E+00     4.98
  34992000        15       330      8.4    1019.5         42         0 0.000E+00     4.86
  35002800     17.5        330         8      1019        45         0 0.000E+00     4.75
  35013600     11.6        330      7.5    1018.7         47         0 0.000E+00     4.63
  35024400     11.7        320      9.2    1018.7         46         1 0.000E+00     4.51
  35035200     14.2        330     13.1    1017.3         38         1 0.000E+00      4.4
  35046000        17       330     12.6    1015.3         48         1 0.000E+00     4.38
  35056800     10.6        330     10.9    1016.6         57         2 0.000E+00     4.37
  35067600     13.9        330     10.7    1016.6         65         3 0.000E+00     4.35
  35078400      8.7        320     10.4    1016.3         72         3 0.000E+00     4.34
  35089200         7       310     10.9       1016        70         3 0.000E+00     4.33
  35100000      7.6        330     11.7    1014.6         66         3 0.000E+00     4.31
  35110800     11.5        320     13.4       1015        58         5 0.000E+00      4.3
  35121600        15       340     15.5    1013.7         48         4 0.000E+00     4.28
  35132400     12.9        330     15.4    1012.6         47         2 0.000E+00     4.34
  35143200     13.4        330     12.8    1012.8         49         1 0.000E+00      4.4
  35154000     11.1        320     11.4    1012.6         61         1 0.000E+00     4.46
  35164800     10.4        310     10.2       1012        70         1 0.000E+00     4.51
  35175600      9.5        310      9.7    1011.5         73         1 0.000E+00     4.57
  35186400     11.2        290      9.6    1011.3         68         0 0.000E+00     4.63
  35197200     12.2        340     12.8    1012.1         54         1 0.000E+00     4.69
  35208000     18.1        330     13.9    1010.4         38         1 0.000E+00     4.75
  35218800     15.1        330     12.2    1011.5         39         4 0.000E+00     4.43
  35229600     12.8        340     10.2    1012.6         46         2 0.000E+00     4.11
  35240400      7.6        340      8.2    1013.8         56         0 0.000E+00     3.79
  35251200      4.9        360      6.4    1014.1         63         0 0.000E+00     3.47
  35262000      2.4        360      2.5    1013.9         76         0 0.000E+00     3.15
  35272800      2.3        350      0.8    1014.1         82         1 0.000E+00     2.84
  35283600      1.6         10      6.1    1014.3         61         2 0.000E+00     2.52
  35294400      7.9        350     10.5    1012.4         42         6 0.000E+00      2.2
  35305200      8.9        330     11.6    1010.8         36         3 0.000E+00     2.37
  35316000         6       310      9.4    1010.3         43         3 0.000E+00     2.55
  35326800      6.9        290      7.4    1009.3         56         3 0.000E+00     2.72
  35337600      5.9        310      7.1    1007.7         56         3 0.000E+00     2.89
  35348400      6.8        300      8.3    1005.3         63         8 0.000E+00     3.07
  35359200      9.5        280      9.3    1002.5         71         7 0.000E+00     3.24
  35370000     12.4        340      9.9       1003        58         1 0.000E+00     3.41
  35380800     14.3        340     12.2    1003.4         45         3 0.000E+00     3.59
  35391600     13.7        350     12.2    1002.3         49         1 0.000E+00      3.5
  35402400     11.9        340      8.4    1005.3         59         1 0.000E+00     3.41
  35413200     18.3        330         7   1003.8         52         0 0.000E+00     3.33
  35424000        10       340      5.6    1005.8         58         0 0.000E+00     3.24
  35434800     19.3        340      4.8    1003.6         53         0 0.000E+00     3.15
  35445600     15.8        340      3.7    1003.7         59         0 0.000E+00     3.07
  35456400     14.4        340         5   1004.8         54         1 0.000E+00     2.98
  35467200     14.7        340      6.9    1004.5         45         4 0.000E+00     2.89
  35478000      7.3         10      3.9    1006.3         82         7 0.000E+00     2.75
  35488800      8.3        350      4.8    1006.2         59         7 0.000E+00      2.6
  35499600      8.3        350      4.2    1006.9         55         7 0.000E+00     2.46
  35510400      4.1        360      1.5    1008.9         61         5 0.000E+00     2.31
  35521200      4.6        350         0   1009.9         71         5 0.000E+00     2.17
  35532000      2.3         10     -1.7    1011.5         78         5 0.000E+00     2.03
  35542800      0.6         50      3.7    1013.3         56         2 0.000E+00     1.88
  35553600      6.9        330      7.4    1013.2         44         4 0.000E+00     1.74
  35564400      9.2        330      6.6    1013.1         47         2 0.000E+00     1.72
  35575200      7.5        330         3   1014.5         54         1 0.000E+00     1.71
  35586000      2.3         10     -0.3    1015.1         65         0 0.000E+00     1.69
  35596800      3.7         20     -0.1    1015.7         66         0 0.000E+00     1.68
  35607600         5        10        -1   1015.3         68         0 0.000E+00     1.66
  35618400      3.9         10     -2.6    1015.2         76         2 0.000E+00     1.65
  35629200      3.2        340      1.2    1015.2         63         2 0.000E+00     1.63
  35640000      3.6        330      7.1    1013.8         39         1 0.000E+00     1.62
  35650800         5       320      8.4    1012.9         41         1 0.000E+00     1.58
  35661600      1.8         10      2.8       1014        52         1 0.000E+00     1.53
  35672400         0         0     -1.2    1013.5         69         0 0.000E+00     1.49
